<Centering_Scaling_PC_loadings_Parameters>,H_valency,0.976108652,0.040871421,0,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_sumOFBondIndices,-0.087048019,0.013495205,1,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_mullikenCharge,0.889060733,0.039754528,2,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_AlphaSpin_S,0.431167186,0.007518541,3,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_AlphaSpin_D,0.014131084,0.000349637,4,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_TotalSpinPopulation_S,0.862334503,0.015036908,5,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_TotalSpinPopulation_P,0.028262023,0.000699227,6,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_LargeBondIndices,0.977302632,0.007775912,7,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_angles1,0.762399805,4.697878613,8,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_EffectiveAtomPolarizabilityDescriptor,4.830857599,0.688802471,9,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_PartialSigmaChargeDescriptor,0.065209736,0.00948042,10,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_SigmaElectronegativityDescriptor,7.572531424,0.057228643,11,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,H_BondLength,1.083282223,0.004001528,12,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_valency,3.900042415,0.045590719,13,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_sumOFBondIndices,2.236410451,0.102433177,14,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_mullikenCharge,6.136452982,0.090155169,15,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_AlphaSpin_S,1.600041287,0.010647249,16,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_AlphaSpin_P,0.026674331,0.005431534,17,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_AlphaSpin_D,1.441510788,0.042029733,18,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_TotalSpinPopulation_S,3.200082638,0.021294421,19,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_TotalSpinPopulation_P,2.883021692,0.084059517,20,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_TotalSpinPopulation_D,0.053348827,0.010862925,21,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_EffectiveAtomPolarizabilityDescriptor,7.885932948,1.126368221,22,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_PartialPiChargeDescriptor,-0.136752952,0.739518111,23,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_PartialSigmaChargeDescriptor,-0.040668463,0.042121794,24,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_PiElectronegativityDescriptor,5.664148555,0.335843661,25,,,,,,,,,,,,,,,,,,,,,,,,
<Centering_Scaling_PC_loadings_Parameters>,C_SigmaElectronegativityDescriptor,8.417159236,0.394291488,26,,,,,,,,,,,,,,,,,,,,,,,,
<PC_Loadings>,PC_a,-0.009671688,0.089406778,0.020407667,0.053942716,-0.087308229,0.053943396,-0.087419516,-0.1068869,-0.00471012,-0.041229249,0.288925154,0.288863605,0.136817312,0.070872432,-0.26832735,-0.26903142,-0.219092773,0.278332823,-0.269005832,-0.219096782,-0.269005968,0.278327604,-0.048084791,0.00940152,0.272417085,0.273873392,0.273749228
<PC_Loadings>,PC_b,0.006415097,0.367567997,0.131371367,0.352963933,-0.343317041,0.352967079,-0.343137926,0.100221227,-0.283013019,-0.149173315,-0.106919276,-0.106942002,0.308595524,0.014466264,-0.053498883,-0.053470214,-0.026957364,-0.100021224,-0.03759173,-0.026957356,-0.037592504,-0.100023068,-0.162548514,0.074338211,-0.156162551,-0.150770673,-0.151776167
<PC_Loadings>,PC_c,-0.483884497,-0.009368655,-0.50065998,-0.240356392,-0.232784389,-0.240343914,-0.232857569,-0.224938378,-0.234796175,0.035249722,0.011198674,0.010121964,0.201568703,-0.061037467,0.027613164,0.00050682,0.240897734,0.014375902,-0.062338599,0.240896488,-0.062339807,0.014385373,0.033149412,0.113989865,0.011771622,0.013910093,0.013091323
<PC_Loadings>,PC_d,0.224607428,-0.12419048,0.188760884,-0.092930159,-0.031214584,-0.092929981,-0.031319351,-0.296577807,0.108228727,-0.544903378,0.067416078,0.06674163,0.038961715,-0.205935798,0.110027915,0.020872383,0.233713283,-0.04486072,-0.031021285,0.233715365,-0.031021569,-0.044867497,-0.53769607,-0.034903674,0.059670247,0.064504477,0.062915224
<PC_Loadings>,PC_e,-0.467929893,0.219523344,-0.406554707,0.163728286,0.210022104,0.163730449,0.210344516,0.120047363,0.26331451,-0.315141412,-0.021736037,-0.020709427,-0.21177777,-0.095378645,-0.0039722,-0.052746915,-0.181310385,-0.042609721,-0.005133202,-0.181310155,-0.00513384,-0.04261272,-0.307488848,-0.124167678,-0.042932614,-0.042872913,-0.042545722
<PC_Loadings>,PC_f,0.095041378,-0.208251734,0.027019052,-0.224992043,0.00610505,-0.224987324,0.005837923,0.043303823,-0.108026638,-0.012614012,-0.180192375,-0.179215981,-0.078391595,-0.360800485,-0.158876881,-0.362966623,-0.199384465,-0.049596136,-0.332363008,-0.199394119,-0.332365214,-0.049598064,-0.028895355,0.046633696,-0.235058959,-0.23512857,-0.234614813
<PC_Loadings>,PC_g,-0.013330184,0.211101036,0.057954386,0.20135468,0.032950295,0.201357649,0.033171231,-0.348171779,0.216587624,0.252215562,-0.017788012,-0.016168825,0.064072566,-0.624764814,0.272862401,-0.005916089,0.088266923,0.186269057,-0.052779254,0.08826699,-0.052777675,0.186274012,0.218889931,-0.160676158,-0.031640043,-0.032688277,-0.032078818
<PC_Loadings>,PC_h,0.000755567,-0.041453463,-0.013290489,-0.051401889,-0.063334267,-0.051390273,-0.062575165,-0.041796369,-0.093561672,0.022561933,-0.04354812,-0.044806106,0.100180055,0.145155723,-0.092363071,-0.031534804,0.013116222,-0.058109798,-0.029637406,0.013116557,-0.029635131,-0.058113607,0.016764745,-0.95921423,-0.006510252,-0.00589911,-0.006647934
<PC_Loadings>,PC_i,-0.014965229,0.106867126,0.020890316,0.130663956,0.363891732,0.130655838,0.363781176,-0.426612107,-0.009152537,0.107523669,-0.059633973,-0.064458922,0.225049404,0.284130543,-0.266123947,-0.158684447,0.1793374,-0.237465574,-0.184934192,0.179340334,-0.184934743,-0.237479955,0.047085976,0.10477177,-0.028082725,-0.017650615,-0.021895946
<PC_Loadings>,PC_j,0.00128782,0.035939427,0.013512536,0.035202203,-0.151662435,0.035198874,-0.152129492,0.349602783,0.538253882,0.06408162,0.017250775,0.019656468,-0.158844558,0.183858561,-0.174413882,-0.105192331,0.369226815,0.115140845,-0.221237504,0.369225326,-0.221235483,0.115159627,0.026402423,-0.009598894,-0.109403665,-0.1071624,-0.106498079
<PC_Loadings>,PC_k,-0.004351218,0.00221675,-0.003719576,0.079052053,0.207424202,0.079058485,0.207387881,0.548663602,-0.418317855,0.025828556,0.182851834,0.185025329,0.025764654,-0.330540324,0.081958496,-0.074030161,0.234893541,-0.131346366,-0.121922477,0.234875704,-0.121921053,-0.131377962,0.012053844,-0.060615602,0.136916971,0.137233206,0.137731173
<PC_Loadings>,PC_l,-0.004466066,-0.118345529,-0.044764267,0.00962158,-0.208764114,0.009679856,-0.209645998,0.032431991,0.409575582,0.256827587,0.033887442,0.028886053,0.1197881,-0.185425996,0.009490375,-0.082988286,-0.117027694,-0.477659669,0.002368851,-0.117006045,0.002362714,-0.477648377,-0.033957563,0.03020752,0.199165905,0.198840145,0.197028449
<PC_Loadings>,PC_m,0.002450435,-0.16522719,-0.053553335,-0.068653312,0.146221877,-0.06868482,0.145640555,0.28096654,0.267647454,-0.168888696,-0.100810809,-0.106787181,0.81147466,-0.030081342,0.055285592,0.047609146,-0.054831621,0.13255477,0.047830695,-0.054841595,0.047821933,0.132545143,0.071151417,0.017782139,-0.024194581,-0.017344992,-0.020595078
<PC_Loadings>,PC_n,-0.000993601,0.078169379,0.025516713,-0.094844264,0.065762306,-0.094902737,0.065120542,0.024907163,-0.002448661,0.560874969,0.254192066,0.262330672,0.159319645,0.031359752,0.032246186,0.052504841,-0.038442634,0.050630508,0.05951358,-0.038437895,0.059511352,0.050592298,-0.606725884,-0.014812746,-0.204095213,-0.175712297,-0.178443553
<PC_Loadings>,PC_o,-0.005354512,0.238522895,0.075483447,-0.093186527,0.03279428,-0.09311322,0.030557219,0.106781828,-0.047864601,0.25643373,-0.474153891,-0.499689302,-0.046363305,0.005697471,-0.007413568,-0.005530292,0.047209508,0.127552193,-0.034357883,0.047230956,-0.034368564,0.127434628,-0.346803317,0.019051473,0.26821463,0.258644177,0.250968489
